KOD_SUKL;LEKAR;LEKARNIK;PACIENT;TYP;PLATNOST_OD;PLATNOST_DO;PRIORITA
0076378;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0098632;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0098632;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0098935;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0098935;0;0;1;EM;25.09.2025;01.01.2050;Stredni
0099193;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0099832;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0122860;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0123284;1;1;0;EM;15.01.2024;15.01.2034;Stredni
0031867;1;1;1;DI;05.05.2025;05.05.2027;Stredni
0032411;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0032825;1;1;0;DI;02.02.2026;02.02.2028;Stredni
0040391;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0040416;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0041456;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0041499;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0081461;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0081461;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0085055;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0085072;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0100976;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0100978;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0127170;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0127178;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0128251;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0128256;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0128530;0;0;1;EM;04.07.2017;04.07.2027;Stredni
0042311;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042314;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042315;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042316;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042320;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042321;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042323;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0085252;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0085296;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0085409;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0087738;0;0;1;EM;25.09.2025;01.01.2050;Stredni
0087740;0;0;1;EM;25.09.2025;01.01.2050;Stredni
0088013;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0101884;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0101885;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0101887;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0129653;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0129664;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0042328;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042334;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042337;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042338;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042362;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0088194;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0088194;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0088197;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0088316;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0088652;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0101898;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0101906;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0102573;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0131007;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0131914;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131915;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131916;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131919;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131952;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131956;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0044673;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091304;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091310;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091311;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091311;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091316;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091421;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091436;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091588;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0103784;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0104318;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104319;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104327;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104328;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104331;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0132554;1;1;1;DI;05.05.2025;05.05.2027;Stredni
0132565;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132605;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132680;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132693;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132703;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132704;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132726;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0044676;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0044677;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0044679;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0044997;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0045531;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045532;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045567;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0093115;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0094071;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0094093;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0094187;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0094330;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0095224;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0104332;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104335;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104345;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104345;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104352;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0132741;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132742;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132745;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0132746;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0132794;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132813;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132828;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0132834;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132855;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0045569;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045572;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0000027;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0001710;1;1;1;DI;29.07.2024;29.07.2026;Stredni
0002270;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0002839;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0104354;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104358;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104359;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104363;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0106079;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0024426;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0047194;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0047714;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0047714;1;1;1;DI;16.12.2024;16.12.2026;Stredni
0003796;1;1;0;DI;27.05.2024;27.05.2026;Stredni
0005476;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0008770;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0106093;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0107467;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0050694;0;0;1;EM;21.08.2024;21.08.2034;Stredni
0050702;1;1;0;EM;01.09.2021;01.09.2031;Stredni
0050704;0;0;1;EM;21.08.2024;21.08.2034;Stredni
0010544;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0011102;1;1;0;EM;04.07.2017;04.07.2027;Stredni
0011102;0;0;1;EM;08.06.2017;08.06.2027;Stredni
0011183;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0011332;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0107931;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0107943;0;0;1;EM;23.05.2024;23.05.2034;Stredni
0111948;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0025484;1;1;0;EM;01.12.2021;01.01.2050;Stredni
0025485;1;1;0;EM;01.12.2021;01.01.2050;Stredni
0025487;0;0;1;EM;01.12.2021;01.01.2050;Stredni
0052698;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0052699;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0053141;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0053143;1;1;1;DI;22.07.2024;22.07.2026;Stredni
0053492;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0054238;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0014428;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0014579;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0015251;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0015836;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0113410;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0025565;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0025670;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0026244;1;1;0;EM;08.09.2016;08.09.2026;Stredni
0026246;0;0;1;EM;08.09.2016;08.09.2026;Stredni
0055869;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0055872;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015841;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015846;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015847;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015852;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015855;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015856;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0113415;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0113415;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0113418;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0115144;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0026261;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0026528;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0026543;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0057709;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0057713;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0057715;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0016902;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0017241;1;1;0;EM;15.01.2024;15.01.2034;Stredni
0017456;0;0;1;EM;31.05.2017;31.05.2027;Stredni
0115764;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0115774;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0115776;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0116123;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0116124;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0027184;0;0;1;EM;05.11.2025;01.01.2050;Stredni
0027313;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0027438;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0057720;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0058071;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0058732;1;1;1;DI;02.07.2024;02.07.2026;Stredni
0058759;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0058760;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0017991;0;0;1;EM;15.02.2024;01.01.2050;Stredni
0018698;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0018962;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0020053;1;1;1;DI;27.08.2024;27.08.2026;Stredni
0020910;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0021006;1;1;1;DI;24.06.2024;24.06.2026;Stredni
0117867;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0118775;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0118777;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0120498;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120501;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120502;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120507;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0027452;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0027801;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0027803;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0027803;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0027920;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0060001;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0061185;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0061187;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0064836;1;1;0;DI;01.12.2025;01.12.2027;Stredni
0021698;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0024387;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0120508;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120514;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120521;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120522;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120523;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120523;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120524;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120525;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0028236;0;0;1;EM;16.02.2018;16.02.2028;Stredni
0028937;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0028937;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0029024;1;1;0;EM;28.02.2024;28.02.2034;Stredni
0186884;0;0;1;EM;09.12.2022;09.12.2032;Stredni
0186886;1;1;0;EM;09.12.2022;09.12.2032;Stredni
0187000;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0187124;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0202708;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0202708;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0202711;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0202715;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0202716;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0152032;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0152040;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0167762;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0167762;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0167763;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0167793;1;1;0;EM;07.12.2020;07.12.2030;Stredni
0188776;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0189218;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189220;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189225;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189226;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189229;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0202916;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0203297;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0205772;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0152043;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0152045;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0152052;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0167795;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0167796;1;1;0;EM;28.06.2021;28.06.2031;Stredni
0168054;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0168056;0;0;1;EM;26.09.2025;01.01.2050;Stredni
0189647;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189743;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0189754;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0189787;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0189820;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0205854;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0206114;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0206171;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0152105;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0154659;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154663;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154664;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0168376;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0168394;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0168462;0;0;1;EM;26.09.2025;01.01.2050;Stredni
0168728;1;1;0;EM;17.01.2025;17.01.2035;Stredni
0190545;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0191701;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0191702;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0191927;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0192091;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0207035;0;0;1;EM;01.07.2025;01.01.2050;Stredni
0207036;0;0;1;EM;01.07.2025;01.01.2050;Stredni
0207276;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0207337;1;1;1;DI;29.09.2025;29.09.2027;Stredni
0207506;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0207511;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0207632;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0207714;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0154684;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154689;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154690;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154691;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154693;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154719;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0154721;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0154812;1;1;0;DHPC;30.04.2025;30.04.2026;Vysoka
0154813;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0154867;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0168906;1;1;0;EM;01.10.2025;01.01.2050;Stredni
0168958;1;1;0;EM;15.03.2018;15.03.2028;Stredni
0169060;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169062;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0192700;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0192770;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0192796;1;1;0;DI;26.11.2024;26.11.2026;Stredni
0192837;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0192840;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0193505;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0193573;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0208126;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0208133;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0208260;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0209096;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0209098;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0154868;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0154868;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0154874;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0154909;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0169095;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0169101;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0169294;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0169297;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0169685;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0193648;1;1;0;EM;03.02.2025;03.02.2035;Stredni
0193649;1;1;0;EM;03.02.2025;03.02.2035;Stredni
0193695;1;1;0;EM;20.11.2025;01.01.2050;Stredni
0194137;1;1;0;EM;17.02.2026;01.01.2050;Stredni
0209225;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0209344;1;1;0;EM;31.03.2021;31.03.2031;Stredni
0209348;1;1;0;EM;31.03.2021;31.03.2031;Stredni
0155378;1;1;0;EM;15.02.2024;01.01.2050;Stredni
0155384;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0170509;1;1;0;DHPC;30.04.2025;30.04.2026;Vysoka
0170511;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0172045;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0194147;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0194149;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0209099;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0209135;1;1;0;EM;28.02.2023;28.02.2033;Stredni
0209182;0;0;1;EM;10.03.2025;10.03.2035;Stredni
0209183;0;0;1;EM;10.03.2025;10.03.2035;Stredni
0209215;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0209218;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0155391;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0155393;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0172462;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0173203;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0173209;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0194318;0;0;1;EM;10.07.2024;10.07.2034;Stredni
0194321;0;0;1;EM;10.07.2024;10.07.2034;Stredni
0194337;1;1;0;EM;10.03.2025;10.03.2035;Stredni
0194338;1;1;0;EM;10.03.2025;10.03.2035;Stredni
0194342;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0194344;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0132866;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132899;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132909;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132940;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132952;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132972;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132973;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132976;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0157945;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0157946;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0157947;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0157951;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0157964;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0173497;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0173839;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0173848;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0174759;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0175972;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0194386;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0194394;1;1;0;EM;25.10.2023;25.10.2033;Stredni
0194695;1;1;0;EM;04.10.2023;04.10.2033;Stredni
0194695;0;0;1;EM;04.10.2023;04.10.2033;Stredni
0194696;1;1;0;EM;04.10.2023;04.10.2033;Stredni
0157966;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0158904;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158911;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0158913;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158914;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0158917;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0158918;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0158921;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0176766;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176771;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176775;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176781;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0194811;1;1;0;EM;24.11.2022;24.11.2032;Stredni
0194903;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0195125;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0195272;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0195968;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0196754;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0196755;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0140877;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0158928;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0158932;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0159973;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0159974;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0176789;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176790;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176794;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176797;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176800;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176803;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0176803;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176804;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0176806;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0196759;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0196763;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0196891;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0197512;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0197763;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0142317;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142321;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142328;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142330;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142330;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0142331;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0142331;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0159982;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0159984;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0160484;1;1;0;EM;04.01.2021;04.01.2031;Stredni
0160494;0;0;1;EM;04.01.2021;04.01.2031;Stredni
0178564;0;0;1;EM;20.11.2020;20.11.2030;Stredni
